Hybrid, هجين,
Hybrid multiprocessing, تعدد الإجراء الهجين،تعدد المعالجة الهجين,
Hybrid testing, إختبار مهجن,
Hypercube, مكعًب فائق,
Hypermedia, وسائط ترابطية,
Hyperspace, فضاء ترابطي,
Hypertext, نص فائق,
Hyperware, برمجيات فائقة,
Hyphens, علامات الوصل,
Hypotenuse, وَتَر,
Iceland, أيسلندا,
Icon, أيقونة,
Iconic interface, واجهة أيقونية,
ID, هوية,
Ide, بيئة تطوير متكاملة,
IDE, بيئة تطوير متكاملة,
Ideal, مثالي,
Identification, تعريف,
Identifier, معرًف،مثبت الهوية,
Identify, تعرّف,
Idle, ساكن,
Ignore, تجاهل,
Illumination, إضائة،تنوير,
Illustration, تصوير،رسم،توضيح، تفسير,
Image, صورة,
Image format, صيغة الصورة,
Image processing, معالجة الصور,
Image sequence, تتابع صور،تعاقب صور,
Immediate version, إصدار فوري،إصدار عاجل,
Imperative language, لغة إجبارية,
Implicit parallelism, الموازاة الدفينة،الموازاة الضِمنيًة,
Implicit type conversion, تحويل نوع ضِمنيً،مبادلة نوع ضمنيًة,
Implies, حَوَى،شَمَلَ،ضَمّ,
Import, استيراد,
Impossible, مستحيل،مستصعب,
Inactive, خامل,
Inactive window, نافذة غير نشطة,
Inbox, صندوق الوارد,
Incantation, تعويذة,
Inch, بوصة,
Include, تضمين,
Incoming, وارد,
Incompatible, غير متوافق,
Increase, إكثار،إرتفاع،تزايد، تصاعد,
Increment, مَزيد ?,
Incremental, تزايدي,
Incremental update, تحديث تزايدي,
Indentation, إزاحة,
Indent style, أسلوب الإزاحة,
Independent, مستقلّ,
Index, فهرس,
Indicator, دالّ، مؤشر,
Indirect address, عنوان غير مباشر,
Indirect addressing, عنونة غير مباشرة,
Induction, الحثً,
Infect, يعدي,
Infimum, الحدً الأدنى الأعظم,
Infinite, لا نهائي,
Infinite loop, حلقة لا نهائية,
Infinity, اللاتناهي,
Infix notation, تنْويت داخلي,
Info, معلومات,
Information, معلومات,
Information highway, جادة المعلومات،سكة المعلومات،طريق المعلومات,
Infrared, تحت أحمر,
Infrastructure, بنية تحتيّة,
Inherited, موروث,
Initial, إبتدائي،بدائي,
Initialization, تمهيد,
Initialization file, ملف تهيئة,
Injection, حَقْن,
Ink printer, طابعة حبر,
Input, دَخْل,
Input device, جهاز إدخال,
Input method, طريقة الإدخال,
Input/output, إدخال/إخراج,
Inquire, إستخبر،تساءل,
Insert, إدراج,
Inserted, مدموج،مُدخل,
Insertion point, علامة الإقحام,
Insert mode, نمط الإدراج،نمط الإدخال,
Inside, جواني،داخل،باطني,
Inspection, اِسْتِقْصاء، تَفَقُّد,
Install, تثبيت,
Installation, تثبيت,
Installer, مثبِّت,
Instant messenger, مِرْسال فوري,
Instruction, تعليمة,
Instruction scheduling, جدولة التعليمات,
Instrument, آلة,
Integer, عدد صحيح,
Integral, مدمج,
Integrate, يدمج,
Integrated development environment, بيئة التطوير المتكامل,
Integration, دمج,
Integrity, تكامل,
Intellectual property, الملكية الفكرية,
Intelligent database, قاعدة معطيات ذكيًة,
Intelligent terminal, مِطراف ذكي,
Intensity, شِدّة,
Interactive, تفاعلي,
Interactivity, تفاعلية,
Interconnect, شبكة وصل,
Interface, واجهة,
Interference, تداخل,
Intermediate, متوسّط,
Internal, داخلية، باطنية,
Internal bug, عيب داخلي,
Internal error, خطأ داخلي,
Internal frame, إطار داخلي,
International, دُوَلي,
Internationalization, تدويل,
Internet, إنترنت,
Internet address, عنوان الإنترنت,
Internet number, رقم إنترنت,
Interpreted, مفسًر,
Interpreter, مُفسِّر,
Interrupt priority level, مستوى أولوية الإنقطاع,
Interrupt request, طلب الإنقطاع,
Intersection, تقاطع،تصالب,
Intranet, إنترانت,
Intuition, بداهة,
Intuitionism, حدسيّة,
Intuitionistic logic, منطق بديهي,
Intuitive, حَدسي,
Inverse, عكس,
Invert, عكس,
Invert Selection, قلب الإختيار,
Invisible, خفيّ,
Invoke, استدعاء,
Involved, متورط,
I/O subsystem, نظام إدخال/إخراج فرعي,
IP Address, عنوان IP,
Isolated, منعزل،منفرد,
Italic, مائل,
Item, عنصر,
Iteration, تكرار,
Jam, زحام،تكدس,
Jaz Drive, السواقة مفتوحة,
Jitter, إرتعاش،رجرجة,
Job, شغل,
Job control, مراقبة المهمة,
Job number, رقم المهمة,
Join, انضمام,
Joint, مفصلي,
Journal, اليومية,
Joy stick, عصا الألعاب,
Joystick, عصا الألعاب,
JPEG, JPEG تهيئة صورة,
Jump, قفز، تجاوز,
Jumper, نطاط،قفاز,
Junction, توصيلة,
Junk, قمامة، غير هام، كراكيب,
Justification, محاذاة,
Justified, محاذى,
Justify, تسوية,
Just-in-time, تماماً في الوقت,
Kamikaze packet, حزمة انتحارية,
Kangaroo code, شفرة كنغرية,
KDE, كيدي,
Keep, ترك,
Kernal, النواة، اللّب,
Kernel, نواة,
Kernel panic, إرتياع، ذعر,
Kerning, تأليف (الأحرف),
Keybind, ارتباط المفتاح,
Key binding, ارتباط المفتاح,
Keyboard, لوحة مفاتيح,
Keyboard focus, بؤرة لوحة المفاتيح، تركيز لوحة المفاتيح,
Key (Button), زر,
Key-encrypting, التشفير بالمفاتيح,
Key escrow, مؤتمن المفتاح,
Key field, حقل المفتاح,
Key frame, الإطار الأساسي،الإطار الرئيسي,
Key (Lock), مفتاح,
Keymap control, تحكم خريطة مفتاح,
Keypal, صديق مراسلة,
Key stroke, ضغطة زر,
Keystroke, ضغطة زر,
Key word, كلمة أساسية,
Keyword, كلمة مفتاحيَّة,
Keyword in context, كلمة مفتاحية فى السياق,
Keywords, كلمات مفتاحية,
Kill, قتل,
Kill app, قتل برنامج,
Kilo-, كيلو-,
Kilobaud, كيلوبود,
Kilobit, كيلوبت,
Kilobits per second, كيلوبت في الثانية,
Kilobyte, كيلوبايت,
Kiloflops, كيلو نقطة عائمة فى الثانية,
Kilometer, كيلومتر,
Kiosk, كوخ، ظلًة,
Knapsack problem, مشكلة فى الحقيبة,
Knowbot, بوت معرفة,
Know-how, دِراية،خِبْرة,
Knowledge, معرفة,
Knowledge base, قاعدة معارف,
Knowledge-based system, نظام مبنى على المعرفة,
Knowledge level, مستوى المعرفة,
Knowledge representation, تمثيل المعرفة,
Label, لصيقة,
Label switching, تبديل الرقعات,
Lag, تَبَاطُؤ,
Lambda, لامدا,
Landscape, عرضي,
Language, لغة,
Language-based editor, محرر مبنى على اللغة,
Language-sensitive editor, محرر حساس لللغة,
Laptop, حاسوب محمول,
Laptop computer, حاسوب محمول,
Laser, ليزر,
Laser printer, طابعة ليزر,
Last-in first-out, الداخل آخراً، خارج أولا,
Latency, زمن الوصول,
Lattice, شبيكة،عريش,
Launch, تنفيذ,
Launcher, مُطْلِق,
Lavender, الخُزَامَى,
Law, قانون,
Layer, طبقة,
Layout, تخطيط,
Laziness, كسل,
Lazy evaluation, تقييم كسول,
Lazy list, قائمة كسولة,
Leader, رائد,
Leading, أولي،رئيسي،قيادي,
Leaf, ورقة,
Leak, تسريب,
Leased line, خط مؤجر,
Left, يسار,
Left arrow, سهم يساري,
Left brace, حاصرة يسارية,
Left bracket, قوس يسار(ي),
Left-justify, محاذاة لليسار,
Left parenthesis, هلال يساري,
Legacy code, شفرة تراثى,
Legacy software, برامج تراثية,
Legal, قانوني,
Legalese, حقوقيات،قانونيات,
Legend, دليل مصطلحات،أسطورة,
Length, طول,
Less, أقل,
Less than, أقل من,
Letter, رسالة,
Level, مستوى,
Level one cache, خابية (معالج) من المستوى الأوًل,
Level two cache, خابية (معالج) من المستوى الثاني,
Lexer, see lexical analyser,
Lexical analyser, محلل لغوي,
Lexical analysis, تحليل مغوي,
Lexicon, معجم,
Libraries, مكتبات,
Library, مكتبة,
Library routines, صيغ مكتبية,
License, ترخيص,
License agreement, إتفاقية الترخيص,
Life, حياة,
Life-cycle, دورة حياة,
Life science, علم الأحياء,
LIFO, الداخل آخراً، خارج أولا,
Lifted domain, مجال مرفوع,
Light, نور,
Light client, عميل خفيف,
Light pen, قلم خفيف,
Light precipitation, هطول مجهول,
Lightweight, خفيف الوزن,
Light-weight process, عملية خفيفة الوزن,
Like, مثل,
Like this, مثل هذا,
Lilo, محمل لينكس,
Limit, حد,
Line, سطر,
Linear, خطيّة,
Linear function, دالة خطية,
Linear logic, منطق خطى,
Linear map, خريطة خطية,
Linear programming, برمجة خطية,
Linear transfer, نقل خطى,
Linear transformation, تحويل خطي,
Linear type, نوع خطي,
Line buffering, تصوين السطر،تصوين الخط,
Line editor, محرر نص خطي,
Line feed, تزويد سطر,
Line of code, سطر من الشفرة,
Line printer, طابعة خطوط,
Lines per minute, سطور في الدقيقة,
Link, رابط,
Linkage editor, محرر التوصيلات,
Linked to, موصل الى,
Linker, موصل,
Linking, توصيل,
Link rot, وصلة عفنة,
Links, وصلات,
Linux, لينِكس,
Liquid crystal display, معراض سائل البلًور,
List, لائحة,
Listing, عرض,
Listless, بدون قائمة,
Lite, خفيف,
Literal, حرفي،لفظي,
Literature, المؤلفات,
Live CD, قرص حي,
Load, حِمْل، تحميل,
Loadable, قابل للتحميل,
Loadable kernel, نواة قابل للتحميل,
Load balancing, موازنة الحِمل،موازنة التحميل,
Local, محلِّي,
Local area network, شبكة منطقة محلية,
Local bus, حافلة محلية,
Local data sources, مصادر بيانات محلية,
Local disk, قرص محلًي,
Locale, محلية,
Local echo, صدى محلًي,
Local file, ملف محلي,
Local host, مضيف محلي,
Localhost, مُضيف محلي,
Localization, توطين,
Local loop, حلقة محلية,
Local variable, متغيًر محليً,
Location, موقع,
Locator, محدد المواقع,
Lock, قفل,
Locked, مؤمّن,
Locked file, ملف مقفول,
Locking, إقفال، إغلاق,
Log, سجل,
Logarithm, لوغارتم,
Log file, ملف السجل,
Logic, منطق,
Logical, منطقي,
Logical address, عنوان منطقي,
Logical disk, قرص منطقي,
Logical-hostname, أسم مضيف منطقي,
Logical network, شبكة منطقية,
Logical relation, علاقة منطقية,
Logical shift, تغيير منطقى,
Logical shift left, تغيير منطقى يسارى,
Logical shift right, تغيير منطقى يمينى,
Logic emulator, محاكى منطقى,
Logic gate, بوابة منطقية,
Logic programming, برمجة منطقية,
Logic variable, متغييرة منطقية,
Login, ولوج,
Login directory, دليل الولوج,
Login name, اسم الولوج,
Login prompt, محث الولوج,
Login shell, صدفة ولوج,
Logo, شِعار,
Logout, خروج,
Look, منظر,
Look and feel, المنظر و الأحساس,
Lookup, بحث,
Loop, ينفذ بتكرار،حلقة،يكرر,
Loopback, إسترجاع,
Loose bytes, بايتات مفككة,
Loss, ضياع,
Lossless, غير فقود(ة),
Lossless audio compression, ضغط الصوت بدون خسارة,
Lossless compression, ضغط غير فقود,
Lossy, فقود,
Lossy compression, ضغط فقود,
Love, حب,
Low, منخفض,
Low-bandwidth, طول موجة منخفض,
Low earth orbit, مدار أرضي منخفض (الإرتفاع),
Lower, أقل,
Lower-case, حرف صغير,
Lower set, مجموعة أدنى,
Lowest, الأدنى,
Low-level language, لغة منخفضة المستوى,
Low memory area, منطقة ذاكرة منخفضة,
Lurk, يندس,
Lurker, مندسس,
Lurking, يندسس,
Machine, آلة، حاسوب,
Machine address, عنوان آلة,
Machine code, لغة الآلة,
Machine cycle, دورة الآلة,
Machine language, لغة الآلة,
Machine learning, تعلم الآلة,
Macroblock, قالب كبير,
Macrology, علم الماكرو,
Macro processor, معالج كبير,
Macros, ماكرو,
Magazine, مجلّة,
Magenta, أرجوانى,
Magic, سحري,
Magic bullet, رصاصة سحرية,
Magic number, الرقم السحري,
Magnetic disk, قرص مغناطيسي,
Magnetic stripe, شريط مغناطيسى,
Magnetic tape, شريط مغناطيسي,
Magnetic tape drive, مِسوق شريط مغناطيسي,
Magneto-optical disk, قرص مغناطيسى بصري,
Mail, بريد,
Mail bomb, قنبلة بريدية,
Mailbox, صندوق بريد,
Mail bridge, جسر البريد,
Mail client, زبون بريد,
Mail delivery, توصيل البريد,
Mailer, باعث بريد,
Mail exploder, مفجر البريد,
Mail filter, مرشح بريد,
Mail host, مضيف بريد,
Mailing list, قائمة بريدية,
Mail merge, دمج البريد,
Mail path, مسار البريد,
Mail server, خادوم البريد,
Mail services, خدمات البريد,
Mail to, بريد إلى,
Mail user agent, عميل مستخدم البريد,
Main board, لوحة رئيسية,
Mainboard, لوحة رئيسية,
Main body, جسم رئيسي,
Mainframe, حاسوب رئيسي,
Main memory, ذاكرة رئيسية,
Maintainer, مصين,
Maintainer script, مخطوط مصين,
Maintenance, صيانة,
Major delivery, توصيلة كبيرة,
Major release, إصدارة هامة,
Make, شكّل,
Malfunction, قصور,
Malta, مالطا,
Malware, برمجية خبيثة,
Manage, إدارة,
Management, إدارة,
Manager, مدير,
Manipulation, تلاعب,
Man page, صفحة المساعدة,
Man Pages, صفحات دليل مان,
Mantainer, مبقى,
Mantissa, الجزء العشري،الأساس العشري,
Manual, دليل,
Manual page, صفحة يدوية,
Manual testing, اختبار يدوي,
Map, خريطة /ج خرائط,
Mapped, معينة,
Mapped memory, ذاكرة معينة,
Mapping, تعيين,
Map to, تعيين الى,
Marble, رخام,
Margin, هامش,
Marginalia, هامشيات,
Margins, حواشي,
Marked, معلم,
Marker, واسم,
Marker object, هدف واسم,
Markup, رقْم,
Mask, حجاب، قناع,
Masquerading, تنكُر,
Master, رئيس، رئيسي,
Master boot record, سجل الاقلاع الرئيسي (على القرص),
Master server, خادم رئيسي,
Master-slave, تابع ومتبوع,
Match, تطابق,
Matching, مواءمة,
Material, عتاد، مادة,
Math, رياضيات,
Mathematical, رياضيّ,
Matrix, مصفوفة,
Maturity, استحقاق,
Max, أقصى,
Maximize, تكبير,
Maximum, الأقصى,
MDI, واجهة المستندات المتعددة,
Mean, متوسط,
Meaning, معنى /ج معاني,
Measure, قياس,
Measurement, قياس,
Mechanism, آلية,
Media, وسائط,
Media type, نوع الوسائط,
Medium, وسط,
Mega-, ميجا-,
Megabits per second, ملايين النبضات في الثانية,
Megabyte, ميجابايت,
Meltdown, انصهار,
Member, عضو,
Member function, دالة المستخدم,
Membership function, دالة العضوية,
Member variable, متغيّر عضو,
Memo, محضر،مذكرة,
Memo function, وظيفة المذكرة,
Memorandum, محضر،إستحضار,
Memory, ذاكرة,
Memory access, ولوج ذاكرة,
Memory address space, مساحة عنوان الذاكرة,
Memory heap, تكدس ذاكرة,
Memory leak, تسرب ذاكرة,
Memory location, موقع الذاكرة,
Memory management, ادارة ذاكرة,
Memory protection, حماية ذاكرة,
Menu, قائمة,
Menu bar, شريط القوائم,
Menubar, شريط القائمة,
Menu item, خانة قائمة,
Mercury delay line, خط تأخير ميركرى,
Merge, دمج,
Mesh, شبكة,
Mesh network, شبكة عرويّة,
Message, رسالة,
Message block, قالب الرسالة,
Message board, لوحات النقاش,
Message catalog, بيان الرسالة,
Message of the day, رسالة اليوم,
Message passing, تمرير الرسائل,
Messages, رسائل,
Messenger, مِرْسال,
Meta, أعلى,
Metacharacter, حرف أعلى,
Metadata, بيانات وصفية,
Metafile, ملف أعلى,
Metainformation, معلومات أعلى,
Meta key, مفتاح أعلى,
Metal, معدن,
Metalanguage, لغة مترفعة,
Metaphone, هاتف أعلى,
Metaprogram, برنامج أعلى,
Meter, متر,
Method, طريقة,
Methodology, منهجية,
Metric, متري,
Metric space, الفضاء المتري،المجال المتري,
Mice, فئران,
Micro-, ميكرو-,
Micro, ميكرو,
Microcentury, 52.6 ثانية تقريباً,
Microcode, شفرة ميكرو,
Microcomputer, حاسب ميكرو,
Microcontroller, متحكم مصغر,
Microfortnight, أسبوعان ميكرو,
Microkernel, نُويّة,
Microlog, دفتر ميكرو,
Micrometre, متر ميكرو,
Micron, ميكرون,
Microperation, عملية ميكرو,
Microphone, مِكروفون,
Microprocesor, معالج ميكرو,
Microprocessor, معالج ميكرو,
Microprogramming, برمجة ميكرو,
Microsecond, ثانية ميكرو,
Midi, الميدى,
Miles, أميال,
Mill, طاحونة,
Millennium bug, حشرة الألفية,
Millimeter, ملمتر,
Millisecond, ملى ثانية,
Mime Type, نوع MIME:,
Minicomputer, حاسب صغير,
Minifloppy, قرص مرن صغير,
Mini icons, أيقونات صغيرة,
Minimize, تصغير,
Minimum, الأدنى,
Minix, مينكس,
Minor faults, أخطاء صغيرة,
Minus, ناقص,
Minute, دقيقة,
Mirror, مرآة,
Mirrored, معكوس,
Mirroring, تصوير مرآوي,
Mirror site, موقع مرآة,
Miscellaneous, متنوع,
Missed call, اتصال فائت,
Missile address, عنوان الصاروخ,
Mistake, خطأ,
Mixer device, جهاز خلاط،تجهيزة خلط,
Mnemonic, رمز تذكُري,
Mnemonic key, مفتاح تذكيري,
Modal, مشروط,
Modal (value), قيمة التحجيم,
Mode, وضع,
Model, طراز,
Modelling, نمذجة,
Modem, مودم,
Moderator, مشرف,
Modern, عصري,
Modification, تغيير,
Modified, مغيير,
Modifier, مغيير,
Modifier key, مفتاح مغيير,
Modify, تعديل,
Modular, تركيبي,
Modulate, رنًم,
Modulation, الترنيم,
Module, وحدة,
Modulo, مقياس,
Molecule, جزىء,
Monitor, مرقاب,
Monkey scratch, قرد، كشط,
Monkey sort, فرز قردى,
Monkey up, قرد لأعلى,
Monochrome, أُحاديِّ اللون,
Monotonic, رتيب,
Month, شهر,
More, اضافى,
Morphing, تحول,
Mosaic, فسيفِساء (ص. فسيفسائي),
Mother, أمً,
Motherboard, اللوحة الأم,
Motion, حركة,
Mount, وصْل,
Mounting, تركيب,
Mount point, نقطة وصْل,
Mouse, فأرة,
Mouse Cursor, مؤشر الفأرة,
Mouse grab, قبضة الفأرة,
Mouse-over, مرور على ـ فأرة,
Mouse pad, وسادة الفأرة,
Mouse trails, أثر الفأرة,
Move, تحريك,
MSDOS, م.س.دوس,
MS, MS,
MTU, MTU:,
Multiboot, متعدد الإقلاع,
Multibyte, متعدد البايت,
Multicast, إذاعة متعددة,
Multicast addressing, عنونة إذاعة متعددة,
Multiclick, ضغط متعدد,
Multihost disk, قرص متعدد المضيفين,
Multilingualization, تعدد اللغات,
Multimedia, وسائط متعددة,
Multipart, متعدد الاقسام,
Multi-part key, مفتاح متعدد الأجزاء,
Multiple, متعدد,
Multiple access, دخول متعدد,
Multiple boot, متعدد الاقلاع,
Multiple inheritance, توارث مضاعف,
Multiple value, متعدد القيمة,
Multiplexed, مضاعف،مضمًن,
Multiplexer, متعدد الإرسال,
Multiplexing, اتصال متعدد,
Multiply, تضاعف,
Multiprocessing, متعدد الاجراء,
Multiprocessor, متعدد المعالج,
Multiprogramming, برمجة متعددة,
Multiscan, مسح متعدد,
Multiselection, إختيار متعدد,
Multitasking, تعدد المهام,
Multi threading, تشعب تعددي,
Multiuser system, نظام متعدد المستخدمين,
Mumble, يهمهم,
Museum, متحف,
Mute, كتم,
Mutual exclusion, استثناء متبادل,
Mutually recursive, متكرر متبادل,
Mutual recursion, تكرار متبادل,
Naive, بريء،ساذج,
Name, اسم,
Named, مسمى,
Named pipe, أنبوبة اتصال مسماة,
Name resolution, تمييز الاسم,
Names, أسماء,
Namespace, مساحة الاسم,
Nano-, نانو,
Nanocomputer, نانو حاسب آلى,
Nanometre, نانو متر,
Nanosecond, نانو ثانية,
Nanotechnology, تقنية النانو,
Narrowband, حزمة ضيقة,
Narrowing, تضييق,
Native, أصيل,
Native code, رماز أصيل,
Native compiler, مجمع فطرى,
Natural deduction, حسم طبيعى,
Natural language, لغة طبيعية,
Natural language processing, معالجة لغة طبيعية,
Natural number, رقم طبيعى,
Nature, طبيعة,
Nautilus, نوتيلاس,
Navigate, ملاحة,
Navigating, يبحر,
Navigation, تصفح,
Navigation key, زر الأبحار,
Navigator, ملاح,
Net, شبكة,
Netcafe, مقهى إنترنت,
Netiquette, آداب التعامل في الشبكة,
Netmask, قناع الشبكة,
Netscape, نيتسكيب,
Network, شبكة,
Network-address, عنوان ـ شبكى,
Network byte order, ترتيب بايت شبكي,
Network card, بطاقة شبكة,
Network database, قاعدة بيانات على الشبكة,
Networked, مشبًك,
Network engineer, مهندس شبكة,
Networking, ربط الشبكات,
Network interface card, بطاقة واجهة الشبكة,
Network interface controller, متحكم واجهة الشبكة,
Network layer, طبقة الشبكة,
Network management, إدارة الشبكة,
Network mask, قناع الشبكة,
Network node, عقدة الشبكة,
Network number, رقم شبكة الاتصال,
Network operating system, نظام تشغيل الشبكة,
Network operator, مشغل الشبكة,
Network segment, مقتطع شبكي,
Network storm, عاصفة شبكة,
 The Network, الشبكة,
Network transparency, شفافية الشبكة,
Neuron, عصب,
Never, أبدأ، قطً,
New, جديد,
Newbie, مبتدئ,
News, أخبار,
News group, مجموعة أخبار,
Newsgroup, مجموعة أخبار,
Newsgroups, مجموعات إخبارية,
Newsletter, جريدة الأخبار,
News reader, قارءى الأخبار,
News Site, موقع إخباري,
New talk, حديث جديد,
New text, نص جديد,
Next, التالي,
Nibble, قضم,
Nice, خلوق،لطيف,
Nick, اللقب,
Nickle, النكل,
Nick name, اسم مستعار,
Nickname, كُنية,
Night mode, نمط ليلي,
Nipple, حلمة,
No, لا,
NO-DAEMON, لا-جنّي,
Node, عقدة,
Noise, ضجًة، ضجيج,
Noise shaping, تشكيل الضجًة,
Noname, لا أسم,
Noncluster mode, نمط لا عنقودي، نمط لا خصلي,
None, لا شيء، بدون، لا أحد,
Non-existant, غير موجود,
Nonlinear, لاخطّي,
Non-optimal solution, حل ليس أمثَل,
Non parity, لا زوجيًة,
Nontrivial, غير مبتذل,
No numbering, بدون تعداد,
Non-volatile, غير-متطاير,
Nonvolatile, غير متطاير,
Non-volatile memory, ذاكرة غير-متطايرة,
Non-volatile storage, تخزين غير-متطاير,
Norm, معيار,
Normal, عادي،طبيعي,
Normal distribution, توزيع طبيعى,
Normal form, شكل عادى,
Normalisation, التطبّيع,
Normalised, طبّ,
Normalize, يقلل التكرار,
North, الشمال,
Northbridge, جسر شمالي,
Notation, تدوين,
Notebook, حاسوب محمول,
Not empty, غير فارغ,
Not equal, غير معادل,
Not equal to, غير معادل الى,
Notice, اشعار,
Notification, تنبيه,
Notify, تبليغ,
Notwork, شبكة,
Null, عَدَمْ,
Null modem, بلا مودم,
Null pointer, مؤشّر للاشيء,
Null string, سلسلة أحرف فارغة,
Number, رقم,
Number Converter, محول الأرقام,
Numbered List, قائمة مرقمة,
Numbering, ترقيم,
Number Theory, نظرية الأرقام,
Numeral, عددي,
Numeral system, نظام عد,
Numerator, بَسْطٌ,
Numeric, أبجدي عددي,
Nybble, نصف بايت,
Nym server, راجع Anonymous remailer,
Object, كائن,
Object file, مفل غرض،ملف غرضي,
Object-orientation, غرضية التوجيه,
Object oriented, غرضي التوجيه,
Object-oriented analysis, تحليل غرضي التوجيه,
Object-oriented database, قاعدة بيانات كائنيّة,
Object-oriented design, تصميم غرضي التوجيه,
Object-oriented language, لغة غرضية التوجيه,
Object-oriented programming, برمجة كائنيّة,
Objects, الأهداف,
Oblique, منحرف،مائل,
Observations, ترصدات، ملاحظات,
Obsolete, متروك، مبطًل,
Occasion, فرصة، مناسبة,
Occlude, يسُدً,
Occurence, حدوث,
Occurrence, حدوث,
Octal, ثماني,
Octet, ثمانية,
October, تشرين الاول,
Off, مغلق,
Offline, غير متصل,
Offset, زَيَحان,
Off-topic, خارج الموضوع,
OK, موافق,
Old, قديم,
Older than, أقدم من,
On, يعمل,
On all pages, على كلً الصفحات,
One-Time, مرة،مرة واحدة,
On even pages, على الصفحات الزوجية,
Ongoing, جار,
Online, (شخص) متصل، (شيء) على الإنترنت أو عبر الإنترنت,
On the line, على الحط,
Opacity, عتمة,
Opaque, معتم,
Open, فتح,
Openid, الهوية المفتوحة,
Open source, مصدر مفتوح,
Open switch, (زرً) مبدال مفتوح,
Operand, مُعامل,
Operating system, نظام تشغيل,
Operation, عملية,
Operational database, قاعدة بيانات عملية,
Operational requirements, متطلبات عملية،إحتياجات عملية,
Operation code, رماز عملية,
Operations, عمليات,
Operator, عامل,
Optical, ضوئي,
Optical character recognition, تعرّف بصري على الحروف,
Optical fiber, الياف ضؤية,
Optical fibre, الياف ضؤية,
Optical mouse, فأرة ضوئية,
Optimal, الأمثل,
Optimise, أمثلة,
Optimization, أمثلة,
Optimize, أمثلة,
Optimized, مأمثل,
Option, خيار,
Optional, خياري,
Options, خيارات,
Or, أو,
Orange, برتقالي,
Org, منظمة,
Organization, منظمة، الشركة,
Organize, تنظيم,
Organizer, منظم,
Orientation, توجّه، توجيه، اتجاه,
Original, أصلي,
Orphan, يتيم,
Orphan process, اجراء يتيم,
Orthogonal, متعامِد,
Orthogonal instruction set, زمرة تعليمات متعامدة,
Other, آخر,
Outbox, علبة الصادر,
Outgoing, خارج,
Outline, خُطَّة، رسم تخطيطي,
Outline font, خط تفصيلي,
Output, خَرْج,
Outside, في الخارج،خارج عن,
Overclocking, فيض الميقاتية,
Overflow, فيض,
Overhead, فوقاني,
Overlapping, تراكب,
Overload, إعادة التعريف,
Override, تجاوز,
Overwrite, كتابة فوقية،كتابة على,
Owner, مالك,
Pack, علبة,
Package, حزمة,
Packet, رزمة,
Packet mode, نمط رزمة،نمظ حزمة,
Packet sniffer, مستنشق الحزمة,
Packet-switched, تبديلي الحزمة,
Packet switching, إبدال الحزمة،إبدال الرزمة,
Packet writing, كتابة الحزمة،كتابة الرزمة,
Page, صفحة,
Pagebreak, إنطلاقة صفحة جديدة,
Paged, صفحيً,
Paged address, عنوان صفحيً,
Paged memory, ذاكرة صفحيًة,
Page fault, خطأ الصفحة,
Page frame, إطار الصفحة,
Page in, صفحة داخلة,
Page mode, نمط صفحي,
Page out, صفحة خارجة,
Paint, دهن، صباغة,
Pair, زوج,
Palette, لوحة ألوان,
Palette window, إطار لوحة الألوان,
Pane, لوح,
Panel, لوحة,
Panic message, رسالة إرتياع، رسالة ذعر,
Paper, ورق,
Paper tape, شريط ورقي,
Paradox, متناقِضة,
Paragraph, فقرة,
Parallel, متوازِ,
Parallel computer, حاسوب متواز (التشغيل),
Parallel computing, الحوسبة المتوازية (التشغيل),
Parallelism, توازي,
Parallelogram, متوازي الأضلاع,
Parallelograms, مُتَوازِية الأَضْلاع,
Parallel port, منفذ متوازي,
Parallel processing, إجراء متواز،معالجة متوازية,
Parallel processor, معالج متواز,
Parallel random access machine, مكنة نفاذ عشوائي متواز,
Parallel reduction, تنقيص، تقليل متواز,
Parallel resource, مورد متوازِ,
Parallel-service, خدمة متوازية,
Parameter, مُعامِل,
Parametric, موسطي,
Parametric polymorphism, تعددية الأشكال الموسطة,
Paranoid programming, برمجة جنون الإرتياب,
Parcel, صرًة،بالة,
Parent, أبوي,
Parent directory, المجلّد الأم,
Parentheses, قَوسان,
Parent window, الإطار الأصل,
Parity, زوجية,
Parity bit, بِت التزاوج،بِت الزوجية,
Parity error, خطأ الزوجيًة,
Parse, تحليل,
Parser, محلًل،معرب,
Parsing, تحليل,
Partial, جزئي،منحاز,
Partial evaluation, تخمين جزئي،تثمين جزئي,
Partial function, دالًة جزئية,
Partial key, مفاح جزئي,
Partially ordered set, زمرة جزئية الترتيب,
Partial ordering, ترتيب جزئي,
Participants, مشاركون,
Particle, جُسَيم,
Partition, قسم,
Partitioning, تجزئة،تقسيم,
Pass, تمرير,
Passcode, كلمة العبور,
Passive, سلبي,
Passive matrix display, معراض ذو مصفوفة سلبي,
Passphrase, عبارة سرّ,
Password, كلمة سرّ,
Password aging, تقادم كلمة السر,
Password field, حقل كلمة السر,
Paste, إلصاق,
Patch, رقعة,
Patch (noun), رقعة,
Patch (verb), ترقيع,
Path, مسار,
Pathname, اسم المسار,
Pathname separator, فاصل اسم المسار,
Paths, طرقات,
Patience, صبر,
Pattern, نمط,
Pattern matching, توافق الأسلوب,
Pause, توقف مؤقت,
Paused, متوقف  (وقتياً)،مؤقت التوقيف,
Peak indicator, مؤشّر الشّفافيّة,
Peer, نظير,
